"condition","age_band","sex","prevalence","ci_lower","ci_upper"
"diabetes","60-64","Male",0.274855727578581,0.229249492366288,0.320461962790873
"diabetes","65-69","Male",0.295781275762888,0.234579263528345,0.35698328799743
"diabetes","70-74","Male",0.32453984358557,0.275653616368849,0.37342607080229
"diabetes","75-79","Male",0.376095883903542,0.321463178662829,0.430728589144255
"diabetes","80+","Male",0.2960708805325,0.250542915163246,0.341598845901754
"diabetes","18-24","Both",0.0142217481942733,0.0090326400078397,0.0194108563807068
"diabetes","25-29","Both",0.0321769536585707,0.0195562551526712,0.0447976521644702
"diabetes","30-34","Both",0.0371472844079654,0.0225670871150941,0.0517274817008367
"diabetes","35-39","Both",0.0583827839733741,0.0432841234699059,0.0734814444768424
"diabetes","40-44","Both",0.0826211847936165,0.0656146560376754,0.0996277135495575
"diabetes","45-49","Both",0.124431556328073,0.0997607310319726,0.149102381624174
"diabetes","50-54","Both",0.170465818334412,0.144850516823885,0.196081119844939
"diabetes","55-59","Both",0.196032273420841,0.165440391915996,0.226624154925686
"diabetes","60-64","Both",0.23846888070581,0.208588005066491,0.268349756345129
"diabetes","65-69","Both",0.254738791093687,0.211157369882769,0.298320212304605
"diabetes","70-74","Both",0.281328222562249,0.249689830265489,0.312966614859009
"diabetes","75-79","Both",0.295694367120944,0.255649484603394,0.335739249638495
"diabetes","80+","Both",0.264532147306812,0.239010908178553,0.290053386435071
"high_bp","18-24","Female",0.0342348005628405,0.0227945400845441,0.0456750610411369
"high_bp","25-29","Female",0.0840985914680185,0.0592738722799017,0.108923310656135
"high_bp","30-34","Female",0.112301614515922,0.0819680906813756,0.142635138350468
"high_bp","35-39","Female",0.151883038533979,0.119697357295141,0.184068719772817
"high_bp","40-44","Female",0.167940681510333,0.13112106959638,0.204760293424286
"high_bp","45-49","Female",0.260635974743157,0.219502824678734,0.30176912480758
"high_bp","50-54","Female",0.369334705107554,0.313427464480898,0.42524194573421
"high_bp","55-59","Female",0.402098170499198,0.357898124906884,0.446298216091512
"high_bp","60-64","Female",0.472135566496554,0.42565793025006,0.518613202743048
"high_bp","65-69","Female",0.552404276008036,0.48917277155546,0.615635780460612
"high_bp","70-74","Female",0.604546627352843,0.557410202799913,0.651683051905774
"high_bp","75-79","Female",0.642106255096223,0.588057902087051,0.696154608105395
"high_bp","80+","Female",0.685841064367752,0.644530528264257,0.727151600471248
"high_bp","18-24","Male",0.0522069048971663,0.0365894879347221,0.0678243218596106
"high_bp","25-29","Male",0.117763393566632,0.0888221964859419,0.146704590647322
"high_bp","30-34","Male",0.180759913227521,0.149632619067064,0.211887207387979
"high_bp","35-39","Male",0.219661180688835,0.173085305853523,0.266237055524147
"high_bp","40-44","Male",0.223889785796244,0.181440773909866,0.266338797682621
"high_bp","45-49","Male",0.318265099324883,0.26811610016573,0.368414098484037
"high_bp","50-54","Male",0.369450192014757,0.306173925103967,0.432726458925547
"high_bp","55-59","Male",0.452042138907034,0.399600699424922,0.504483578389146
"high_bp","60-64","Male",0.527966200430492,0.479744694203057,0.576187706657928
"high_bp","65-69","Male",0.536159227224416,0.4842132721342,0.588105182314632
"high_bp","70-74","Male",0.564056390491703,0.512938494117442,0.615174286865965
"high_bp","75-79","Male",0.614309336278446,0.552942981083902,0.675675691472989
"high_bp","80+","Male",0.551224079775807,0.493941195759163,0.608506963792451
"high_bp","18-24","Both",0.0433427108704734,0.0335292768160443,0.0531561449249025
"high_bp","25-29","Both",0.100759173248937,0.0798869501487403,0.121631396349134
"high_bp","30-34","Both",0.147015204606135,0.125211980779912,0.168818428432358
"high_bp","35-39","Both",0.184218153896087,0.157237051395579,0.211199256396594
"high_bp","40-44","Both",0.195342028029235,0.164838774845983,0.225845281212488
"high_bp","45-49","Both",0.288976792961409,0.255199540126677,0.322754045796141
"high_bp","50-54","Both",0.369388435102241,0.324051426190492,0.41472544401399
"high_bp","55-59","Both",0.427420819804841,0.389066309629019,0.465775329980663
"high_bp","60-64","Both",0.499158337162682,0.465167670897739,0.533149003427625
"high_bp","65-69","Both",0.544844419727265,0.50069593504676,0.58899290440777
"high_bp","70-74","Both",0.585507880037184,0.551107698506423,0.619908061567945
"high_bp","75-79","Both",0.630298048047349,0.586142723884214,0.674453372210483
"high_bp","80+","Both",0.631956945167193,0.60117642068488,0.662737469649506
"high_chol","18-24","Female",0.0484205285904475,0.0333705847790576,0.0634704724018374
"high_chol","25-29","Female",0.0800530354707041,0.0561098634563237,0.103996207485084
"high_chol","30-34","Female",0.104021714998146,0.0681762198459463,0.139867210150345
"high_chol","35-39","Female",0.12929194831818,0.101158619827453,0.157425276808908
"high_chol","40-44","Female",0.251096317204247,0.203007432246707,0.299185202161788
"high_chol","45-49","Female",0.256865785828771,0.207348140835505,0.306383430822038
"high_chol","50-54","Female",0.422614815709724,0.367073799812456,0.478155831606991
"high_chol","55-59","Female",0.411053198142975,0.36605833864026,0.456048057645691
"high_chol","60-64","Female",0.48184393830394,0.444648234213582,0.519039642394297
"high_chol","65-69","Female",0.629704259230661,0.582725748275118,0.676682770186204
"high_chol","70-74","Female",0.617593555934792,0.5625131662547,0.672673945614883
"high_chol","75-79","Female",0.626975963450547,0.563251425742731,0.690700501158362
"high_chol","80+","Female",0.578996202351686,0.537682007492207,0.620310397211165
"high_chol","18-24","Male",0.0510121747612999,0.0342173189716078,0.067807030550992
"high_chol","25-29","Male",0.094963407834435,0.0667413317886461,0.123185483880224
"high_chol","30-34","Male",0.17105632377423,0.133625723807077,0.208486923741384
"high_chol","35-39","Male",0.254386365389103,0.208067220803359,0.300705509974847
"high_chol","40-44","Male",0.284056577968692,0.224098195103201,0.344014960834183
"high_chol","45-49","Male",0.356021265298384,0.302033813077918,0.410008717518849
"high_chol","50-54","Male",0.46669717167714,0.403893499703723,0.529500843650557
"high_chol","55-59","Male",0.52495684696832,0.464874714654822,0.585038979281818
"high_chol","60-64","Male",0.550963434589884,0.49246274287394,0.609464126305828
"high_chol","65-69","Male",0.530046751556997,0.476896829158697,0.583196673955297
"high_chol","70-74","Male",0.683707424852935,0.639644929008712,0.727769920697159
"high_chol","75-79","Male",0.578556447693962,0.509483816675799,0.647629078712125
"high_chol","80+","Male",0.529440585926907,0.472110975619608,0.586770196234206
"high_chol","18-24","Both",0.0497321932884529,0.0393100949199191,0.0601542916569867
"high_chol","25-29","Both",0.0874185598085645,0.0698526645129599,0.104984455104169
"high_chol","30-34","Both",0.137919964191689,0.111593653154201,0.164246275229178
"high_chol","35-39","Both",0.188923305320415,0.164167501401924,0.213679109238905
"high_chol","40-44","Both",0.267216505160234,0.227709128744718,0.30672388157575
"high_chol","45-49","Both",0.30563975744719,0.26829492833084,0.34298458656354
"high_chol","50-54","Both",0.443203458421964,0.40254849328919,0.483858423554737
"high_chol","55-59","Both",0.468830970481865,0.426824389315728,0.510837551648002
"high_chol","60-64","Both",0.515238236442927,0.482348735933192,0.548127736952662
"high_chol","65-69","Both",0.583212505786708,0.542863956884333,0.623561054689082
"high_chol","70-74","Both",0.648600644080358,0.61063331676755,0.686567971393166
"high_chol","75-79","Both",0.606389155510307,0.556924016890071,0.655854294130544
"high_chol","80+","Both",0.559245708675317,0.52746064548306,0.591030771867574
"kidney","18-24","Female",0.0070860057366813,8.89100357992674e-05,0.0140831014375633
"kidney","25-29","Female",0.0135433379018663,0.0023151047759265,0.0247715710278061
"kidney","30-34","Female",0.00625021828441458,0.000495363676549505,0.0120050728922796
"kidney","35-39","Female",0.0214468165190137,0.0095383958475184,0.033355237190509
"kidney","40-44","Female",0.0149497303481627,0.00318943184933604,0.0267100288469893
"kidney","45-49","Female",0.0245569157704231,0.0121452574016514,0.0369685741391948
"kidney","50-54","Female",0.0307349637753187,0.0211791803335188,0.0402907472171186
"kidney","55-59","Female",0.0348750023749976,0.0175610253035191,0.0521889794464762
"kidney","60-64","Female",0.0331606619909577,0.0188083716374931,0.0475129523444222
"kidney","65-69","Female",0.0638851210891688,0.0365507106888316,0.0912195314895059
"kidney","70-74","Female",0.0561335980261711,0.0337867718777051,0.0784804241746371
"kidney","75-79","Female",0.076594420325447,0.0487818266525132,0.104407013998381
"kidney","80+","Female",0.112603575795132,0.0832855440302495,0.141921607560014
"kidney","18-24","Male",0.00843639823549271,-0.00221730715630301,0.0190901036272884
"kidney","25-29","Male",0.0185612554412182,0.00302071753665312,0.0341017933457833
"kidney","30-34","Male",0.0138008199685249,0.00435679824746346,0.0232448416895863
"kidney","35-39","Male",0.0074463204133938,8.34743565186957e-05,0.0148091664702689
"kidney","40-44","Male",0.0103711813942487,-0.000513825672033237,0.0212561884605307
"kidney","45-49","Male",0.0133128698398772,0.00545602416749565,0.0211697155122587
"kidney","50-54","Male",0.0372431662837811,0.0134298195818601,0.0610565129857022
"kidney","55-59","Male",0.0285976012965743,0.00870720528913509,0.0484879973040134
"kidney","60-64","Male",0.0396579118020293,0.0216913995169786,0.0576244240870799
"kidney","65-69","Male",0.042001231955109,0.0238681219029586,0.0601343420072595
"kidney","70-74","Male",0.0584928128686174,0.0349751377490088,0.0820104879882259
"kidney","75-79","Male",0.0915462733775799,0.0507962930442385,0.132296253710921
"kidney","80+","Male",0.105549288920463,0.0808517003302063,0.13024687751072
"kidney","18-24","Both",0.00776883320994359,0.00129124605808446,0.0142464203618027
"kidney","25-29","Both",0.0160268196672459,0.00653727917280948,0.0255163601616823
"kidney","30-34","Both",0.0100809396502597,0.00448339011561816,0.0156784891849013
"kidney","35-39","Both",0.0147594693865423,0.00748798673369343,0.0220309520393912
"kidney","40-44","Both",0.0127064502190493,0.00497280631691676,0.0204400941211819
"kidney","45-49","Both",0.0190266825521914,0.0113077826619446,0.0267455824424382
"kidney","50-54","Both",0.0337628887121536,0.0217987595993071,0.0457270178250002
"kidney","55-59","Both",0.0316897417389181,0.0178238454285375,0.0455556380492986
"kidney","60-64","Both",0.0363070745062347,0.0232158846250332,0.0493982643874362
"kidney","65-69","Both",0.0536731747902957,0.0365558035608422,0.0707905460197493
"kidney","70-74","Both",0.05724046862217,0.0420256757885725,0.0724552614557676
"kidney","75-79","Both",0.0829382947663449,0.0588617512155337,0.107014838317156
"kidney","80+","Both",0.109784724178158,0.0903703943482567,0.129199054008059
"depression","18-24","Female",0.158897196230051,0.13048206219253,0.187312330267573
"depression","25-29","Female",0.127589488046991,0.0961961638010059,0.158982812292976
"depression","30-34","Female",0.114282098149879,0.0877622470216258,0.140801949278133
"depression","35-39","Female",0.128374917386708,0.0985831664783015,0.158166668295114
"depression","40-44","Female",0.124756326489867,0.0923886551374859,0.157123997842247
"depression","45-49","Female",0.0908000540279496,0.0623770959628905,0.119223012093009
"depression","50-54","Female",0.120157028364914,0.0834228419100548,0.156891214819774
"depression","55-59","Female",0.108127530334187,0.0806180285347906,0.135637032133583
"depression","60-64","Female",0.0990962840511109,0.0746658505423117,0.12352671755991
"depression","65-69","Female",0.109402558888255,0.0728505523834752,0.145954565393034
"depression","70-74","Female",0.106706780786635,0.0705702240851108,0.142843337488159
"depression","75-79","Female",0.068559221461743,0.0351263412186735,0.101992101704813
"depression","80+","Female",0.0667468499409573,0.0392624413320473,0.0942312585498674
"depression","18-24","Male",0.0969632221034777,0.068863246403364,0.125063197803591
"depression","25-29","Male",0.09486407625174,0.0597041968634313,0.130023955640049
"depression","30-34","Male",0.07782910927161,0.0505442616683092,0.105113956874911
"depression","35-39","Male",0.100499199382465,0.0656149920725369,0.135383406692393
"depression","40-44","Male",0.051306526944765,0.0277613525256796,0.0748517013638504
"depression","45-49","Male",0.0611320542289063,0.0306517621148256,0.091612346342987
"depression","50-54","Male",0.0865906343529883,0.0551518824446318,0.118029386261345
"depression","55-59","Male",0.0694159119463926,0.0471583722331339,0.0916734516596513
"depression","60-64","Male",0.0655967653060772,0.0376893565302402,0.0935041740819142
"depression","65-69","Male",0.059717216895926,0.0285414429501695,0.0908929908416824
"depression","70-74","Male",0.0492811721071978,0.0267657654592512,0.0717965787551444
"depression","75-79","Male",0.0686623760107732,0.032647234686657,0.104677517334889
"depression","80+","Male",0.0540905616891784,0.0293473391950118,0.0788337841833449
"depression","18-24","Both",0.127497217792443,0.107673218491766,0.147321217093121
"depression","25-29","Both",0.11101380688599,0.083973267640727,0.138054346131252
"depression","30-34","Both",0.0948616431298014,0.0734598105189411,0.116263475740662
"depression","35-39","Both",0.115034065107902,0.0922981014611159,0.137770028754689
"depression","40-44","Both",0.0875920635845376,0.0655014704710745,0.109682656698001
"depression","45-49","Both",0.0761223462504834,0.053630049847089,0.0986146426538778
"depression","50-54","Both",0.104310850706085,0.0826652564705903,0.12595644494158
"depression","55-59","Both",0.0887258212390692,0.0719387508631446,0.105512891614994
"depression","60-64","Both",0.082939784052796,0.0647051263080234,0.101174441797569
"depression","65-69","Both",0.0862993032888155,0.0613691704378676,0.111229436139764
"depression","70-74","Both",0.0800060937963087,0.057894070052492,0.102118117540125
"depression","75-79","Both",0.0686034148505979,0.0444950363713905,0.0927117933298054
"depression","80+","Both",0.0616603055052426,0.0444841467354529,0.0788364642750323
