sex,cause,age,val,upper,lower
Female,Cardiovascular diseases,41,221.56767528053518,251.0024246031552,196.599212555256
Female,Cardiovascular diseases,42,249.16605241938,282.44592700694,220.04915003403
Female,Cardiovascular diseases,43,273.0585492232634,312.94658428112893,237.51472283448626
Female,Cardiovascular diseases,44,295.4380323478932,344.19631605906886,252.1140863431324
Female,Cardiovascular diseases,45,318.1519062990243,376.8153734768214,266.2916215569554
Female,Cardiovascular diseases,46,343.0475755824116,411.42400767044785,282.49170947294226
Female,Cardiovascular diseases,47,371.97244470381,448.64246977601,303.15873108808
Female,Cardiovascular diseases,48,406.8129425430579,487.8656242389642,332.75501270438855
Female,Cardiovascular diseases,49,447.4512619155896,529.1145752888957,371.76318085439135
Female,Cardiovascular diseases,50,492.7284532305545,573.948933738059,416.6580668808309
Female,Cardiovascular diseases,51,541.4855668971016,623.9283103987091,463.91450212644963
Female,Cardiovascular diseases,52,592.5636533243801,680.6123160831,510.0073179339899
Female,Cardiovascular diseases,53,644.3838794703453,746.6636219640544,551.9985514236604
Female,Cardiovascular diseases,54,698.3764708278997,823.5315676347093,592.3299581256642
Female,Cardiovascular diseases,55,757.8960656086135,910.9557665377921,635.5459469977359
Female,Cardiovascular diseases,56,826.297302024057,1008.6758321160299,686.1909269976097
Female,Cardiovascular diseases,57,906.9348182858,1116.43137781215,748.8093070830199
Female,Cardiovascular diseases,58,1010.8062438029165,1239.4908532376426,837.7008937669627
Female,Cardiovascular diseases,59,1142.2756911407196,1382.2549428639134,957.7089727508123
Female,Cardiovascular diseases,60,1294.7475232451395,1543.161612423563,1099.1931717748694
Female,Cardiovascular diseases,61,1461.626103062106,1720.6488276491914,1252.5131185794348
Female,Cardiovascular diseases,62,1636.31579353755,1913.1545542734,1408.02844090481
Female,Cardiovascular diseases,63,1830.2200228353513,2140.2590185629206,1570.641761470566
Female,Cardiovascular diseases,64,2050.9658963098505,2408.4131874053387,1748.4652152463493
Female,Cardiovascular diseases,65,2286.293292692667,2696.3611374645334,1936.6726983475728
Female,Cardiovascular diseases,66,2523.94209071542,2982.846945404384,2130.438106889649
Female,Cardiovascular diseases,67,2751.65216910973,3246.61468788877,2324.93533698799
