cause_id,cause_name,level,icd10_start,icd10_end
713,Pulmonary aspiration and foreign body in airway,4,W83,W84.9
714,Foreign body in eyes,4,H02.81,H02.819
714,Foreign body in eyes,4,H44.6,H44.799
715,Foreign body in other body part,4,M60.2,M60.28
715,Foreign body in other body part,4,W44,W45
715,Foreign body in other body part,4,W45.3,W45.9
842,Environmental heat and cold exposure,3,L55,L55.9
842,Environmental heat and cold exposure,3,L58,L58.9
842,Environmental heat and cold exposure,3,W88,W99.9
842,Environmental heat and cold exposure,3,X30,X32.9
842,Environmental heat and cold exposure,3,X39,X39.9
729,Exposure to forces of nature,3,X33,X38.9
717,Self-harm and interpersonal violence,2,T74.2,U03
717,Self-harm and interpersonal violence,2,X60,X64.9
717,Self-harm and interpersonal violence,2,X66,Y08.9
717,Self-harm and interpersonal violence,2,Y35,Y38.9
717,Self-harm and interpersonal violence,2,Y87.0,Y87.2
717,Self-harm and interpersonal violence,2,Y89.0,Y89.1
718,Self-harm,3,X60,X64.9
718,Self-harm,3,X66,X84.9
718,Self-harm,3,Y87.0,Y87.0
721,Self-harm by firearm,4,X72,X74.9
723,Self-harm by other specified means,4,X60,X64.9
723,Self-harm by other specified means,4,X66,X71.9
723,Self-harm by other specified means,4,X75,X84.9
723,Self-harm by other specified means,4,Y87.0,Y87.0
724,Interpersonal violence,3,T74.2,T76.22
724,Interpersonal violence,3,X85,Y08.9
724,Interpersonal violence,3,Y87.1,Y87.2
725,Physical violence by firearm,4,X93,X95.9
726,Physical violence by sharp object,4,X99,X99.9
941,Sexual violence,4,T74.2,T76.22
941,Sexual violence,4,Y05,Y05.9
727,Physical violence by other means,4,X85,X92.9
727,Physical violence by other means,4,X96,X98.9
727,Physical violence by other means,4,Y00,Y04.9
727,Physical violence by other means,4,Y06,Y08.9
727,Physical violence by other means,4,Y87.1,Y87.2
945,Conflict and terrorism,3,U00,U03
945,Conflict and terrorism,3,Y36,Y38.9
945,Conflict and terrorism,3,Y89.1,Y89.1
854,Police conflict and executions,3,Y35,Y35.93
854,Police conflict and executions,3,Y89.0,Y89.0
