icd10_prefix,cause_id,cause_name,level
X91,727,Physical violence by other means,4
X92,727,Physical violence by other means,4
X93,725,Physical violence by firearm,4
X94,725,Physical violence by firearm,4
X95,725,Physical violence by firearm,4
X96,727,Physical violence by other means,4
X97,727,Physical violence by other means,4
X98,727,Physical violence by other means,4
X99,726,Physical violence by sharp object,4
Y00,727,Physical violence by other means,4
Y01,727,Physical violence by other means,4
Y02,727,Physical violence by other means,4
Y03,727,Physical violence by other means,4
Y04,727,Physical violence by other means,4
Y05,941,Sexual violence,4
Y06,727,Physical violence by other means,4
Y07,727,Physical violence by other means,4
Y08,727,Physical violence by other means,4
Y10,703,Poisoning by other means,4
Y11,703,Poisoning by other means,4
Y12,703,Poisoning by other means,4
Y13,703,Poisoning by other means,4
Y14,703,Poisoning by other means,4
Y15,560,Alcohol use disorders,3
Y16,703,Poisoning by other means,4
Y17,703,Poisoning by other means,4
Y18,703,Poisoning by other means,4
Y19,703,Poisoning by other means,4
Y35,854,Police conflict and executions,3
Y36,945,Conflict and terrorism,3
Y37,945,Conflict and terrorism,3
Y38,945,Conflict and terrorism,3
Y40,708,Adverse effects of medical treatment,3
Y41,708,Adverse effects of medical treatment,3
Y42,708,Adverse effects of medical treatment,3
Y43,708,Adverse effects of medical treatment,3
Y44,708,Adverse effects of medical treatment,3
Y45,708,Adverse effects of medical treatment,3
Y46,708,Adverse effects of medical treatment,3
Y47,708,Adverse effects of medical treatment,3
Y48,708,Adverse effects of medical treatment,3
Y49,708,Adverse effects of medical treatment,3
Y50,708,Adverse effects of medical treatment,3
Y51,708,Adverse effects of medical treatment,3
Y52,708,Adverse effects of medical treatment,3
Y53,708,Adverse effects of medical treatment,3
Y54,708,Adverse effects of medical treatment,3
Y55,708,Adverse effects of medical treatment,3
Y56,708,Adverse effects of medical treatment,3
Y57,708,Adverse effects of medical treatment,3
Y58,708,Adverse effects of medical treatment,3
Y59,708,Adverse effects of medical treatment,3
Y60,708,Adverse effects of medical treatment,3
Y61,708,Adverse effects of medical treatment,3
Y62,708,Adverse effects of medical treatment,3
Y63,708,Adverse effects of medical treatment,3
Y64,708,Adverse effects of medical treatment,3
Y65,708,Adverse effects of medical treatment,3
Y66,708,Adverse effects of medical treatment,3
Y67,708,Adverse effects of medical treatment,3
Y68,708,Adverse effects of medical treatment,3
Y69,708,Adverse effects of medical treatment,3
Y70,708,Adverse effects of medical treatment,3
Y71,708,Adverse effects of medical treatment,3
Y72,708,Adverse effects of medical treatment,3
Y73,708,Adverse effects of medical treatment,3
Y74,708,Adverse effects of medical treatment,3
Y75,708,Adverse effects of medical treatment,3
Y76,708,Adverse effects of medical treatment,3
Y77,708,Adverse effects of medical treatment,3
Y78,708,Adverse effects of medical treatment,3
Y79,708,Adverse effects of medical treatment,3
Y80,708,Adverse effects of medical treatment,3
Y81,708,Adverse effects of medical treatment,3
Y82,708,Adverse effects of medical treatment,3
Y83,708,Adverse effects of medical treatment,3
Y84,708,Adverse effects of medical treatment,3
Y87,723,Self-harm by other specified means,4
Y88,708,Adverse effects of medical treatment,3
Y89,854,Police conflict and executions,3
Z03,366,Maternal disorders,3
Z11,298,HIV/AIDS,3
Z20,298,HIV/AIDS,3
Z21,298,HIV/AIDS,3
Z35,366,Maternal disorders,3
Z36,366,Maternal disorders,3
Z37,366,Maternal disorders,3
Z38,366,Maternal disorders,3
Z39,366,Maternal disorders,3
Z42,708,Adverse effects of medical treatment,3
Z43,708,Adverse effects of medical treatment,3
Z44,708,Adverse effects of medical treatment,3
Z45,708,Adverse effects of medical treatment,3
Z46,708,Adverse effects of medical treatment,3
Z47,708,Adverse effects of medical treatment,3
Z48,708,Adverse effects of medical treatment,3
Z49,708,Adverse effects of medical treatment,3
Z50,708,Adverse effects of medical treatment,3
Z51,708,Adverse effects of medical treatment,3
Z52,521,Cirrhosis and other chronic liver diseases,3
Z64,366,Maternal disorders,3
Z83,298,HIV/AIDS,3
Z87,366,Maternal disorders,3
Z88,708,Adverse effects of medical treatment,3
Z89,708,Adverse effects of medical treatment,3
Z90,708,Adverse effects of medical treatment,3
Z91,708,Adverse effects of medical treatment,3
Z92,708,Adverse effects of medical treatment,3
Z93,708,Adverse effects of medical treatment,3
Z94,521,Cirrhosis and other chronic liver diseases,3
Z95,708,Adverse effects of medical treatment,3
Z96,708,Adverse effects of medical treatment,3
Z97,708,Adverse effects of medical treatment,3
Z98,708,Adverse effects of medical treatment,3
Z99,708,Adverse effects of medical treatment,3
