population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Deaths,United States of America,Both,85-89 years,Chronic respiratory diseases,Rate,2023,819.2166182037801,941.6065500296116,645.61457710764
All Population,Deaths,United States of America,Male,90-94 years,Chronic respiratory diseases,Rate,2023,1379.9398875478205,1617.2282353911935,1089.5088387979451
All Population,Deaths,United States of America,Female,90-94 years,Chronic respiratory diseases,Rate,2023,1105.0824479841124,1346.4039512350766,770.945237787471
All Population,Deaths,United States of America,Both,90-94 years,Chronic respiratory diseases,Rate,2023,1198.6452559408383,1410.371322733914,893.1862247347171
All Population,Deaths,United States of America,Male,2-4 years,Chronic respiratory diseases,Rate,2023,0.3545603706932123,0.4607481890311298,0.2762567615950311
All Population,Deaths,United States of America,Female,2-4 years,Chronic respiratory diseases,Rate,2023,0.3231886858560191,0.3948835467331099,0.24612595606148585
All Population,Deaths,United States of America,Both,2-4 years,Chronic respiratory diseases,Rate,2023,0.3392239680786845,0.4043306450627822,0.28303892603623504
All Population,Deaths,United States of America,Male,95+ years,Chronic respiratory diseases,Rate,2023,1698.504263304448,2049.509807618753,1236.0541334291238
All Population,Deaths,United States of America,Female,95+ years,Chronic respiratory diseases,Rate,2023,1552.5411578145474,1945.1582040477026,1083.9925051626983
All Population,Deaths,United States of America,Both,95+ years,Chronic respiratory diseases,Rate,2023,1592.288182370383,1939.8970648548127,1150.0516304918322
All Population,Deaths,United States of America,Male,<5 years,Digestive diseases,Rate,2023,1.204724498201996,1.4596868634737723,1.0030433785816437
All Population,Deaths,United States of America,Female,<5 years,Digestive diseases,Rate,2023,0.9199922612608158,1.1541742565654298,0.6978725695872324
All Population,Deaths,United States of America,Both,<5 years,Digestive diseases,Rate,2023,1.065499960557861,1.2399829774238427,0.9145746068260965
All Population,Deaths,United States of America,Male,5-9 years,Digestive diseases,Rate,2023,0.313352092794931,0.3933969926233008,0.25453951544443776
All Population,Deaths,United States of America,Female,5-9 years,Digestive diseases,Rate,2023,0.23960601464209172,0.29868293070359064,0.1838915810715516
All Population,Deaths,United States of America,Both,5-9 years,Digestive diseases,Rate,2023,0.2773257830978095,0.3292962167916664,0.23786133456663452
All Population,Deaths,United States of America,Male,10-14 years,Digestive diseases,Rate,2023,0.376614880052266,0.47766636156720216,0.30438371240927076
All Population,Deaths,United States of America,Female,10-14 years,Digestive diseases,Rate,2023,0.27822276139440666,0.35350867976840483,0.21517000264852135
All Population,Deaths,United States of America,Both,10-14 years,Digestive diseases,Rate,2023,0.3286340478531283,0.3900244189549519,0.2838169192416441
All Population,Deaths,United States of America,Male,15-19 years,Digestive diseases,Rate,2023,0.5957328991970783,0.7414132944670176,0.47953302369366163
All Population,Deaths,United States of America,Female,15-19 years,Digestive diseases,Rate,2023,0.40256844728306235,0.48967272705832415,0.32983164417589556
All Population,Deaths,United States of America,Both,15-19 years,Digestive diseases,Rate,2023,0.5014845374237018,0.5851554273745466,0.43086743714050835
All Population,Deaths,United States of America,Male,20-24 years,Digestive diseases,Rate,2023,1.2106388106217054,1.4677342056170346,0.9825358681374045
All Population,Deaths,United States of America,Female,20-24 years,Digestive diseases,Rate,2023,0.7272110538976311,0.8940893276188083,0.6004211217420591
All Population,Deaths,United States of America,Both,20-24 years,Digestive diseases,Rate,2023,0.973509392169082,1.1243540151460722,0.8425222954666555
All Population,Deaths,United States of America,Male,25-29 years,Digestive diseases,Rate,2023,3.4453551589710543,4.025655142096922,2.8452587563597223
All Population,Deaths,United States of America,Female,25-29 years,Digestive diseases,Rate,2023,1.8933857747528717,2.2618499000166556,1.616453682082888
All Population,Deaths,United States of America,Both,25-29 years,Digestive diseases,Rate,2023,2.682322279952457,3.0269599136864347,2.368145886419052
All Population,Deaths,United States of America,Male,30-34 years,Digestive diseases,Rate,2023,8.336555467603162,9.615534851717056,7.119342406106858
All Population,Deaths,United States of America,Female,30-34 years,Digestive diseases,Rate,2023,5.146536124917928,5.927542463041711,4.483993272046327
All Population,Deaths,United States of America,Both,30-34 years,Digestive diseases,Rate,2023,6.76154525813911,7.507920736011758,6.068962867477046
All Population,Deaths,United States of America,Male,35-39 years,Digestive diseases,Rate,2023,15.06104249883369,17.038594886313646,13.131987929509977
All Population,Deaths,United States of America,Female,35-39 years,Digestive diseases,Rate,2023,8.89794980828389,10.175014777272258,7.880776317445029
All Population,Deaths,United States of America,Both,35-39 years,Digestive diseases,Rate,2023,12.019558648207648,13.197348939391203,10.866239420049482
All Population,Deaths,United States of America,Male,40-44 years,Digestive diseases,Rate,2023,21.405605097342765,23.692367024784378,18.884774396922758
All Population,Deaths,United States of America,Female,40-44 years,Digestive diseases,Rate,2023,12.797475463108574,14.335627574772506,11.443494784629864
All Population,Deaths,United States of America,Both,40-44 years,Digestive diseases,Rate,2023,17.132143106804822,18.488764716194474,15.650186494161833
All Population,Deaths,United States of America,Male,45-49 years,Digestive diseases,Rate,2023,32.10276249280339,35.025706695166996,28.758148405071744
All Population,Deaths,United States of America,Female,45-49 years,Digestive diseases,Rate,2023,18.324503496695325,20.37288130890392,16.7708635729197
All Population,Deaths,United States of America,Both,45-49 years,Digestive diseases,Rate,2023,25.220384752830057,26.99584422900023,23.401452767542303
All Population,Deaths,United States of America,Male,50-54 years,Digestive diseases,Rate,2023,45.03198789646417,48.551971861854696,41.395532796247345
All Population,Deaths,United States of America,Female,50-54 years,Digestive diseases,Rate,2023,27.760572131332715,30.250460593371823,25.531307654128433
All Population,Deaths,United States of America,Both,50-54 years,Digestive diseases,Rate,2023,36.386702310593584,38.50918125672777,34.216657986400556
All Population,Deaths,United States of America,Male,55-59 years,Digestive diseases,Rate,2023,74.94927691513273,81.45270696997785,68.37246210252277
All Population,Deaths,United States of America,Female,55-59 years,Digestive diseases,Rate,2023,44.29597138910799,49.04239718881275,40.358503492045216
All Population,Deaths,United States of America,Both,55-59 years,Digestive diseases,Rate,2023,59.46350047468477,63.19320595194796,55.66005309940192
All Population,Deaths,United States of America,Male,60-64 years,Digestive diseases,Rate,2023,94.26329760366663,102.18383334070172,86.10872258246962
All Population,Deaths,United States of America,Female,60-64 years,Digestive diseases,Rate,2023,57.97411469672193,63.98827940434673,52.68916572515128
All Population,Deaths,United States of America,Both,60-64 years,Digestive diseases,Rate,2023,75.67924285260081,80.37349137301395,70.7766885830137
All Population,Deaths,United States of America,Male,65-69 years,Digestive diseases,Rate,2023,108.92649590225449,118.06779892493833,99.03809437473103
All Population,Deaths,United States of America,Female,65-69 years,Digestive diseases,Rate,2023,70.33450361940369,78.85711336448479,62.29908952170988
All Population,Deaths,United States of America,Both,65-69 years,Digestive diseases,Rate,2023,88.75058801313112,95.20556497022969,82.4717374187737
All Population,Deaths,United States of America,Male,70-74 years,Digestive diseases,Rate,2023,120.9264783606701,131.16123020378552,109.83964442567232
All Population,Deaths,United States of America,Female,70-74 years,Digestive diseases,Rate,2023,92.38065376039316,103.47265558223557,81.26063661004612
All Population,Deaths,United States of America,Both,70-74 years,Digestive diseases,Rate,2023,105.65379279392948,113.23867453283506,96.1883877890436
All Population,Deaths,United States of America,Male,75-79 years,Digestive diseases,Rate,2023,147.48937527659547,160.88424501438246,132.13270607247094
All Population,Deaths,United States of America,Female,75-79 years,Digestive diseases,Rate,2023,127.72839077182499,145.38695841181985,109.85492169674342
All Population,Deaths,United States of America,Both,75-79 years,Digestive diseases,Rate,2023,136.69460590762054,148.74927353864473,122.30078217506761
All Population,Deaths,United States of America,Male,<1 year,Digestive diseases,Rate,2023,3.08772717572371,3.7880558190551636,2.5388541362483807
All Population,Deaths,United States of America,Female,<1 year,Digestive diseases,Rate,2023,2.3275777893243137,2.9659329863264814,1.7394922353922737
All Population,Deaths,United States of America,Both,<1 year,Digestive diseases,Rate,2023,2.7159384123420147,3.196224764188094,2.3107750012354815
All Population,Deaths,United States of America,Male,80-84 years,Digestive diseases,Rate,2023,206.16185815040166,228.9696778226634,178.68054926235104
All Population,Deaths,United States of America,Female,80-84 years,Digestive diseases,Rate,2023,189.51609103676304,222.9353857217256,150.8203615593619
All Population,Deaths,United States of America,Both,80-84 years,Digestive diseases,Rate,2023,196.66562696529797,221.70662540921407,161.76914617746135
All Population,Deaths,United States of America,Male,85-89 years,Digestive diseases,Rate,2023,318.7600422206443,362.8680130965921,265.4367577795885
All Population,Deaths,United States of America,Female,85-89 years,Digestive diseases,Rate,2023,305.3452373765227,368.5606068184247,223.02756992624356
All Population,Deaths,United States of America,Both,85-89 years,Digestive diseases,Rate,2023,310.65284412645354,362.2083737378402,238.97886275457716
All Population,Deaths,United States of America,Male,90-94 years,Digestive diseases,Rate,2023,516.3258827791784,596.2605131579604,409.2481419414291
All Population,Deaths,United States of America,Female,90-94 years,Digestive diseases,Rate,2023,505.6172007987535,622.2115388693186,362.07442909348975
All Population,Deaths,United States of America,Both,90-94 years,Digestive diseases,Rate,2023,509.26248817825604,606.5292531013623,380.6804446403519
All Population,Deaths,United States of America,Male,2-4 years,Digestive diseases,Rate,2023,0.5575523543895177,0.6807711128172496,0.46474131207334307
All Population,Deaths,United States of America,Female,2-4 years,Digestive diseases,Rate,2023,0.43197696847769584,0.5418726036498397,0.3327594767140543
All Population,Deaths,United States of America,Both,2-4 years,Digestive diseases,Rate,2023,0.4961634080574065,0.574667352907543,0.4307257764205795
All Population,Deaths,United States of America,Male,95+ years,Digestive diseases,Rate,2023,673.9470545507606,802.136177366374,492.3141422815118
All Population,Deaths,United States of America,Female,95+ years,Digestive diseases,Rate,2023,746.7945251653422,926.4733244479671,530.4945570246349
All Population,Deaths,United States of America,Both,95+ years,Digestive diseases,Rate,2023,726.9575246190053,877.4743165681357,525.9594361973056
All Population,Deaths,United States of America,Male,<5 years,Neoplasms,Rate,2023,2.6708859969393686,2.9205149199172036,2.4027747006509257
All Population,Deaths,United States of America,Female,<5 years,Neoplasms,Rate,2023,2.4884340139788983,2.788953297382637,2.150240381471205
All Population,Deaths,United States of America,Both,<5 years,Neoplasms,Rate,2023,2.5816730815251767,2.776048461876542,2.360368023817675
All Population,Deaths,United States of America,Male,5-9 years,Neoplasms,Rate,2023,2.4444117935288805,2.6664415616009878,2.211956263404129
All Population,Deaths,United States of America,Female,5-9 years,Neoplasms,Rate,2023,2.2208104835374645,2.457725686209285,1.989389503321307
All Population,Deaths,United States of America,Both,5-9 years,Neoplasms,Rate,2023,2.3351784587644535,2.509738058668866,2.172628995374371
All Population,Deaths,United States of America,Male,10-14 years,Neoplasms,Rate,2023,2.643393429146419,2.868779821563253,2.4120685904548402
All Population,Deaths,United States of America,Female,10-14 years,Neoplasms,Rate,2023,2.2946094183271235,2.5024474622537896,2.0802541458605504
All Population,Deaths,United States of America,Both,10-14 years,Neoplasms,Rate,2023,2.473309205682793,2.6362460497881166,2.328691465420791
All Population,Deaths,United States of America,Male,15-19 years,Neoplasms,Rate,2023,3.797173034350119,4.156695215372789,3.4912211493629575
All Population,Deaths,United States of America,Female,15-19 years,Neoplasms,Rate,2023,2.8329426308264813,3.1091160680994405,2.5726241093717963
All Population,Deaths,United States of America,Both,15-19 years,Neoplasms,Rate,2023,3.326707920279146,3.5464541787613304,3.1087745144697467
All Population,Deaths,United States of America,Male,20-24 years,Neoplasms,Rate,2023,4.783783511294315,5.3102503124164855,4.2929096766635455
All Population,Deaths,United States of America,Female,20-24 years,Neoplasms,Rate,2023,3.4443038102555996,3.804583050971827,3.098311373890955
All Population,Deaths,United States of America,Both,20-24 years,Neoplasms,Rate,2023,4.126746264014994,4.412594281449342,3.8234699112438797
All Population,Deaths,United States of America,Male,25-29 years,Neoplasms,Rate,2023,6.93723044820533,7.775270716509173,6.151445545445791
All Population,Deaths,United States of America,Female,25-29 years,Neoplasms,Rate,2023,5.9676402437051435,6.64959102798371,5.303708295575845
All Population,Deaths,United States of America,Both,25-29 years,Neoplasms,Rate,2023,6.460526968915564,6.976787064549004,5.922133778055771
All Population,Deaths,United States of America,Male,30-34 years,Neoplasms,Rate,2023,11.445761565432493,12.807525524629142,10.06417675851733
All Population,Deaths,United States of America,Female,30-34 years,Neoplasms,Rate,2023,12.725847611736471,13.962897311971771,11.284288838606903
All Population,Deaths,United States of America,Both,30-34 years,Neoplasms,Rate,2023,12.077779235339195,13.147034588405914,11.109210560812299
All Population,Deaths,United States of America,Male,35-39 years,Neoplasms,Rate,2023,18.944356015948216,20.994311253170636,16.77654411154849
All Population,Deaths,United States of America,Female,35-39 years,Neoplasms,Rate,2023,24.00722886053756,25.894229332231298,21.7705077476729
All Population,Deaths,United States of America,Both,35-39 years,Neoplasms,Rate,2023,21.442881799635213,22.88711872768936,20.05143499901785
All Population,Deaths,United States of America,Male,40-44 years,Neoplasms,Rate,2023,34.1154552891442,37.08638758576696,30.83487199968176
All Population,Deaths,United States of America,Female,40-44 years,Neoplasms,Rate,2023,43.31591285563496,46.31410614804425,40.010094092228755
All Population,Deaths,United States of America,Both,40-44 years,Neoplasms,Rate,2023,38.682975456311546,40.99896114327887,36.59490573920753
All Population,Deaths,United States of America,Male,45-49 years,Neoplasms,Rate,2023,60.618364267801965,64.96305399485256,55.969842748066
All Population,Deaths,United States of America,Female,45-49 years,Neoplasms,Rate,2023,69.7779824663592,73.4257723965597,65.85515314688057
All Population,Deaths,United States of America,Both,45-49 years,Neoplasms,Rate,2023,65.19368488082081,68.01256482305733,62.2481219019991
All Population,Deaths,United States of America,Male,50-54 years,Neoplasms,Rate,2023,115.5932145812045,121.70666368906507,108.40607331753301
All Population,Deaths,United States of America,Female,50-54 years,Neoplasms,Rate,2023,118.41603051083469,123.56889929129447,113.1912122101897
All Population,Deaths,United States of America,Both,50-54 years,Neoplasms,Rate,2023,117.00618791239289,120.44031298620857,112.7485366324136
All Population,Deaths,United States of America,Male,55-59 years,Neoplasms,Rate,2023,213.40786661517703,222.50609767423398,205.21010588188813
All Population,Deaths,United States of America,Female,55-59 years,Neoplasms,Rate,2023,191.19154908568885,198.5622414397558,184.0357318765497
All Population,Deaths,United States of America,Both,55-59 years,Neoplasms,Rate,2023,202.1843812295774,207.40342558271973,196.51747974448628
All Population,Deaths,United States of America,Male,60-64 years,Neoplasms,Rate,2023,375.9068063836893,389.47463665583024,363.61529172220105
All Population,Deaths,United States of America,Female,60-64 years,Neoplasms,Rate,2023,302.62343734399144,314.1638374271033,288.7273275945743
All Population,Deaths,United States of America,Both,60-64 years,Neoplasms,Rate,2023,338.3776576544772,346.7436290649034,327.93409451537724
All Population,Deaths,United States of America,Male,65-69 years,Neoplasms,Rate,2023,575.0507328678892,593.914520701757,554.3123162448759
All Population,Deaths,United States of America,Female,65-69 years,Neoplasms,Rate,2023,425.1232998311417,443.23614547328975,398.0367645521024
All Population,Deaths,United States of America,Both,65-69 years,Neoplasms,Rate,2023,496.66861522981384,511.6633888508054,473.3187358388752
All Population,Deaths,United States of America,Male,70-74 years,Neoplasms,Rate,2023,812.9100943029009,846.2079014439694,775.1612526356347
All Population,Deaths,United States of America,Female,70-74 years,Neoplasms,Rate,2023,581.7739727184864,612.4321940497869,534.1843971246307
All Population,Deaths,United States of America,Both,70-74 years,Neoplasms,Rate,2023,689.2468490645603,715.0964378567568,649.1876061544573
All Population,Deaths,United States of America,Male,75-79 years,Neoplasms,Rate,2023,1153.7150074343874,1212.684029810872,1078.9871303176742
All Population,Deaths,United States of America,Female,75-79 years,Neoplasms,Rate,2023,828.8482008011317,887.9927401670227,743.531203605888
All Population,Deaths,United States of America,Both,75-79 years,Neoplasms,Rate,2023,976.2510631458441,1026.1342653537,900.1817069641746
All Population,Deaths,United States of America,Male,<1 year,Neoplasms,Rate,2023,2.849357910390549,3.151030482218602,2.5822948891332174
All Population,Deaths,United States of America,Female,<1 year,Neoplasms,Rate,2023,2.9975862688825488,3.4374186127039645,2.484828521593079
All Population,Deaths,United States of America,Both,<1 year,Neoplasms,Rate,2023,2.9218563417355745,3.1470078170337583,2.645400854607292
All Population,Deaths,United States of America,Male,80-84 years,Neoplasms,Rate,2023,1684.8242591829696,1808.463677710209,1493.0392999076282
All Population,Deaths,United States of America,Female,80-84 years,Neoplasms,Rate,2023,1138.5342874054916,1270.476427490838,928.4816553775266
All Population,Deaths,United States of America,Both,80-84 years,Neoplasms,Rate,2023,1373.1717032696927,1491.0225861651386,1172.073472603173
All Population,Deaths,United States of America,Male,85-89 years,Neoplasms,Rate,2023,2352.629203156293,2576.168650338363,1934.7802074200479
All Population,Deaths,United States of America,Female,85-89 years,Neoplasms,Rate,2023,1507.0381819692286,1717.9793848500044,1148.1564063867197
All Population,Deaths,United States of America,Both,85-89 years,Neoplasms,Rate,2023,1841.5987412829272,2044.0671554175594,1460.5159306634541
All Population,Deaths,United States of America,Male,90-94 years,Neoplasms,Rate,2023,3241.026477890446,3595.948131961129,2537.4077976092312
All Population,Deaths,United States of America,Female,90-94 years,Neoplasms,Rate,2023,1926.4555000019477,2231.370438389424,1423.8842399001398
All Population,Deaths,United States of America,Both,90-94 years,Neoplasms,Rate,2023,2373.941848360942,2683.0922654364645,1822.2533852884712
All Population,Deaths,United States of America,Male,2-4 years,Neoplasms,Rate,2023,2.6056222496257995,2.8794518107485554,2.3356112493982963
All Population,Deaths,United States of America,Female,2-4 years,Neoplasms,Rate,2023,2.322949560581776,2.5976838274345146,2.041641081664752
All Population,Deaths,United States of America,Both,2-4 years,Neoplasms,Rate,2023,2.467434511548989,2.666189438512993,2.265414773165667
All Population,Deaths,United States of America,Male,95+ years,Neoplasms,Rate,2023,3512.1579701444134,4052.7104705404013,2580.453134583377
All Population,Deaths,United States of America,Female,95+ years,Neoplasms,Rate,2023,2159.77809264178,2537.5598252585132,1548.6200793142254
All Population,Deaths,United States of America,Both,95+ years,Neoplasms,Rate,2023,2528.0429087369066,2933.880962585573,1829.5972046477302
All Population,Deaths,United States of America,Male,<5 years,Musculoskeletal disorders,Rate,2023,0.037925100977872904,0.045822214765678784,0.0315464972892348
All Population,Deaths,United States of America,Female,<5 years,Musculoskeletal disorders,Rate,2023,0.02122557512958765,0.026163593262037245,0.016688720249581512
All Population,Deaths,United States of America,Both,<5 years,Musculoskeletal disorders,Rate,2023,0.02975959155020636,0.03441490201878017,0.02592942886075474
All Population,Deaths,United States of America,Male,5-9 years,Musculoskeletal disorders,Rate,2023,0.025289107507106424,0.030473407361074942,0.020765729785921686
All Population,Deaths,United States of America,Female,5-9 years,Musculoskeletal disorders,Rate,2023,0.03505085954942339,0.04344622676971142,0.028595580408178382
All Population,Deaths,United States of America,Both,5-9 years,Musculoskeletal disorders,Rate,2023,0.030057902147740147,0.03473746759292832,0.025945287301237744
All Population,Deaths,United States of America,Male,10-14 years,Musculoskeletal disorders,Rate,2023,0.04509660341155138,0.05593291385777192,0.036134590183703984
All Population,Deaths,United States of America,Female,10-14 years,Musculoskeletal disorders,Rate,2023,0.08592350588320927,0.10835503784358966,0.06760936023462549
All Population,Deaths,United States of America,Both,10-14 years,Musculoskeletal disorders,Rate,2023,0.06500580735414482,0.0778564901024148,0.05483284000109529
All Population,Deaths,United States of America,Male,15-19 years,Musculoskeletal disorders,Rate,2023,0.07807523538505451,0.09701176694098719,0.06172997102475475
All Population,Deaths,United States of America,Female,15-19 years,Musculoskeletal disorders,Rate,2023,0.19273333421160013,0.24185235284342946,0.15720969138928856
All Population,Deaths,United States of America,Both,15-19 years,Musculoskeletal disorders,Rate,2023,0.13401895521225177,0.16121399261973027,0.11266471615906715
All Population,Deaths,United States of America,Male,20-24 years,Musculoskeletal disorders,Rate,2023,0.1416821801583287,0.17911903273992671,0.1115687250602736
All Population,Deaths,United States of America,Female,20-24 years,Musculoskeletal disorders,Rate,2023,0.434417508699704,0.5293505830262233,0.35676448776584924
All Population,Deaths,United States of America,Both,20-24 years,Musculoskeletal disorders,Rate,2023,0.28527376597861587,0.34406873496725654,0.24267390400424602
All Population,Deaths,United States of America,Male,25-29 years,Musculoskeletal disorders,Rate,2023,0.18346822545567212,0.22980727083738547,0.14716498610218878
All Population,Deaths,United States of America,Female,25-29 years,Musculoskeletal disorders,Rate,2023,0.5452256645484708,0.6818895189717257,0.45243438028358324
All Population,Deaths,United States of America,Both,25-29 years,Musculoskeletal disorders,Rate,2023,0.3613279326537154,0.4308196130561403,0.3083405168217105
All Population,Deaths,United States of America,Male,30-34 years,Musculoskeletal disorders,Rate,2023,0.27560028570237727,0.34509403161437435,0.21765549942704454
All Population,Deaths,United States of America,Female,30-34 years,Musculoskeletal disorders,Rate,2023,0.8061627827623361,1.011800500027331,0.6693756820764984
All Population,Deaths,United States of America,Both,30-34 years,Musculoskeletal disorders,Rate,2023,0.5375552332622756,0.6370294127438315,0.4608862183992104
All Population,Deaths,United States of America,Male,35-39 years,Musculoskeletal disorders,Rate,2023,0.3750184945760041,0.47519981906050024,0.2934885619496327
All Population,Deaths,United States of America,Female,35-39 years,Musculoskeletal disorders,Rate,2023,1.0535770269515115,1.2680780978108634,0.9005488015468478
All Population,Deaths,United States of America,Both,35-39 years,Musculoskeletal disorders,Rate,2023,0.7098868669256835,0.8211359304364737,0.617123091596698
All Population,Deaths,United States of America,Male,40-44 years,Musculoskeletal disorders,Rate,2023,0.4895282763073885,0.6070215512201179,0.3961145038480672
All Population,Deaths,United States of America,Female,40-44 years,Musculoskeletal disorders,Rate,2023,1.4398348104373104,1.705974853963929,1.2508029650467456
All Population,Deaths,United States of America,Both,40-44 years,Musculoskeletal disorders,Rate,2023,0.9613031014463187,1.0983859940587666,0.8416140794537862
All Population,Deaths,United States of America,Male,45-49 years,Musculoskeletal disorders,Rate,2023,0.6066655046527288,0.7456535705188259,0.49056981619541257
All Population,Deaths,United States of America,Female,45-49 years,Musculoskeletal disorders,Rate,2023,1.8354010443178457,2.150748462271425,1.6224897841115369
All Population,Deaths,United States of America,Both,45-49 years,Musculoskeletal disorders,Rate,2023,1.2204311574027649,1.388387928134933,1.0823586596988295
All Population,Deaths,United States of America,Male,50-54 years,Musculoskeletal disorders,Rate,2023,0.8581189452884941,1.0236372959636446,0.7092513752275829
All Population,Deaths,United States of America,Female,50-54 years,Musculoskeletal disorders,Rate,2023,2.220194277727947,2.597159880638168,1.9672650998222638
All Population,Deaths,United States of America,Both,50-54 years,Musculoskeletal disorders,Rate,2023,1.5399119377414816,1.7353769345640913,1.383081531021158
All Population,Deaths,United States of America,Male,55-59 years,Musculoskeletal disorders,Rate,2023,1.292903195585715,1.5317012149421765,1.1018381335923817
All Population,Deaths,United States of America,Female,55-59 years,Musculoskeletal disorders,Rate,2023,2.98180276422481,3.4489241721113726,2.682522985338379
All Population,Deaths,United States of America,Both,55-59 years,Musculoskeletal disorders,Rate,2023,2.1461201880601255,2.39257803421683,1.9496609677383108
All Population,Deaths,United States of America,Male,60-64 years,Musculoskeletal disorders,Rate,2023,1.9773919586799742,2.3306799943168817,1.6601794257859601
All Population,Deaths,United States of America,Female,60-64 years,Musculoskeletal disorders,Rate,2023,4.1621651616105035,4.775207109278634,3.710936052432054
All Population,Deaths,United States of America,Both,60-64 years,Musculoskeletal disorders,Rate,2023,3.0962362414525235,3.429733945153341,2.8034748320451626
All Population,Deaths,United States of America,Male,65-69 years,Musculoskeletal disorders,Rate,2023,2.8459889355092454,3.2580126599273926,2.424100604569934
All Population,Deaths,United States of America,Female,65-69 years,Musculoskeletal disorders,Rate,2023,6.040235784506784,6.900431738149362,5.404769631321254
All Population,Deaths,United States of America,Both,65-69 years,Musculoskeletal disorders,Rate,2023,4.515942373729003,5.002192550799111,4.10400749539437
All Population,Deaths,United States of America,Male,70-74 years,Musculoskeletal disorders,Rate,2023,4.263738876233367,4.8624249049896555,3.6851116052578203
All Population,Deaths,United States of America,Female,70-74 years,Musculoskeletal disorders,Rate,2023,9.050997399508532,10.158572234872016,8.070326733530438
All Population,Deaths,United States of America,Both,70-74 years,Musculoskeletal disorders,Rate,2023,6.825034448405117,7.469043863479082,6.170838722479538
All Population,Deaths,United States of America,Male,75-79 years,Musculoskeletal disorders,Rate,2023,6.25281893651143,7.257717044026202,5.416662091723709
All Population,Deaths,United States of America,Female,75-79 years,Musculoskeletal disorders,Rate,2023,13.560958311673,14.989027494216538,11.980163825613905
All Population,Deaths,United States of America,Both,75-79 years,Musculoskeletal disorders,Rate,2023,10.245012698525091,11.198805859259956,9.240594564326614
All Population,Deaths,United States of America,Male,<1 year,Musculoskeletal disorders,Rate,2023,0.09303403015899203,0.11028162802466819,0.07874587121514742
All Population,Deaths,United States of America,Female,<1 year,Musculoskeletal disorders,Rate,2023,0.035793575377157064,0.042530150618824085,0.027884513232932662
All Population,Deaths,United States of America,Both,<1 year,Musculoskeletal disorders,Rate,2023,0.06503774642909564,0.07468848567293972,0.05692128942562945
All Population,Deaths,United States of America,Male,80-84 years,Musculoskeletal disorders,Rate,2023,9.381063343821737,10.782665374063777,8.001706877098691
All Population,Deaths,United States of America,Female,80-84 years,Musculoskeletal disorders,Rate,2023,20.414286305542703,23.987780697444165,15.652479562051441
All Population,Deaths,United States of America,Both,80-84 years,Musculoskeletal disorders,Rate,2023,15.675398428892679,17.97496347734346,12.519650013305016
All Population,Deaths,United States of America,Male,85-89 years,Musculoskeletal disorders,Rate,2023,14.282655195587388,16.878722684347117,11.584542374265087
All Population,Deaths,United States of America,Female,85-89 years,Musculoskeletal disorders,Rate,2023,29.1930009378563,35.356408681267276,21.182293169393272
All Population,Deaths,United States of America,Both,85-89 years,Musculoskeletal disorders,Rate,2023,23.29367905989781,27.385498016215468,17.389857685851158
All Population,Deaths,United States of America,Male,90-94 years,Musculoskeletal disorders,Rate,2023,21.802321422972575,26.75804627020824,17.13277345571956
All Population,Deaths,United States of America,Female,90-94 years,Musculoskeletal disorders,Rate,2023,43.80181056590869,52.56268712278403,30.48337663752691
All Population,Deaths,United States of America,Both,90-94 years,Musculoskeletal disorders,Rate,2023,36.313077566380336,42.7328611768748,26.1967222441715
All Population,Deaths,United States of America,Male,2-4 years,Musculoskeletal disorders,Rate,2023,0.016768469790123787,0.02054276169686881,0.013408899608507201
All Population,Deaths,United States of America,Female,2-4 years,Musculoskeletal disorders,Rate,2023,0.016555656040119323,0.02065053129468889,0.012960496926375652
All Population,Deaths,United States of America,Both,2-4 years,Musculoskeletal disorders,Rate,2023,0.016664433383762015,0.019670851414702175,0.014269339238955245
All Population,Deaths,United States of America,Male,95+ years,Musculoskeletal disorders,Rate,2023,30.102130057861306,37.396524638917256,22.45390351508421
All Population,Deaths,United States of America,Female,95+ years,Musculoskeletal disorders,Rate,2023,66.09394810995052,82.07653086218204,45.93886944829229
All Population,Deaths,United States of America,Both,95+ years,Musculoskeletal disorders,Rate,2023,56.29306266616655,69.09925289592043,40.04223722641917
All Population,Deaths,United States of America,Male,<5 years,Other non-communicable diseases,Rate,2023,39.992050853968514,46.810863191014334,35.35643458578503
All Population,Deaths,United States of America,Female,<5 years,Other non-communicable diseases,Rate,2023,39.21966832479862,48.596473866060094,33.01739650108911
All Population,Deaths,United States of America,Both,<5 years,Other non-communicable diseases,Rate,2023,39.61438163862675,45.17570412705857,35.695262445265534
All Population,Deaths,United States of America,Male,5-9 years,Other non-communicable diseases,Rate,2023,1.924173592534867,2.2981663290122274,1.6140709486072256
All Population,Deaths,United States of America,Female,5-9 years,Other non-communicable diseases,Rate,2023,1.923058212524307,2.4442957149977524,1.574062292399802
All Population,Deaths,United States of America,Both,5-9 years,Other non-communicable diseases,Rate,2023,1.9236287089736408,2.2337708255280804,1.6838422117877005
All Population,Deaths,United States of America,Male,10-14 years,Other non-communicable diseases,Rate,2023,2.0226373661151973,2.3590460175075547,1.741757912044232
All Population,Deaths,United States of America,Female,10-14 years,Other non-communicable diseases,Rate,2023,1.8077863256640925,2.148425074533787,1.51953573290212
All Population,Deaths,United States of America,Both,10-14 years,Other non-communicable diseases,Rate,2023,1.9178654406773354,2.154432242585006,1.70347814682137
